work_year,experience_level,employment_type,job_title,salary,salary_currency, salary_in_usd ,employee_residence,remote_ratio,company_location,company_size
2023,SE,FT,Computer Vision Engineer,210000,USD," $210,000 ",US,0,US,M
2023,SE,FT,Data Architect,280100,USD," $280,100 ",US,100,US,M
2023,SE,FT,Data Architect,168100,USD," $168,100 ",US,100,US,M
2023,SE,FT,Data Engineer,193500,USD," $193,500 ",US,100,US,M
2023,SE,FT,Data Engineer,139000,USD," $139,000 ",US,100,US,M
2023,MI,FT,Data Scientist,510000,HKD," $65,062 ",HK,0,HK,L
2023,SE,FT,Machine Learning Engineer,150000,USD," $150,000 ",PT,100,US,M
2023,MI,FT,Applied Machine Learning Engineer,65000,EUR," $69,751 ",IN,100,DE,S
2022,EN,FT,AI Developer,300000,USD," $300,000 ",IN,50,IN,L
2023,MI,FT,Machine Learning Engineer,90000,EUR," $96,578 ",NL,100,NL,L
2023,SE,FT,Business Intelligence Engineer,185900,USD," $185,900 ",US,0,US,M
2023,SE,FT,Business Intelligence Engineer,129300,USD," $129,300 ",US,0,US,M
2023,SE,FT,Data Engineer,225000,USD," $225,000 ",US,100,US,M
2023,SE,FT,Data Engineer,175000,USD," $175,000 ",US,100,US,M
2023,SE,FT,Data Engineer,185000,USD," $185,000 ",US,0,US,M
2023,SE,FT,Data Engineer,140000,USD," $140,000 ",US,0,US,M
2023,SE,FT,Data Scientist,45000,EUR," $48,289 ",ES,0,ES,M
2023,SE,FT,Data Scientist,36000,EUR," $38,631 ",ES,0,ES,M
2023,SE,FT,Data Scientist,105000,USD," $105,000 ",US,0,US,M
2023,SE,FT,Data Scientist,70000,USD," $70,000 ",US,0,US,M
2023,EN,FT,Machine Learning Engineer,163196,USD," $163,196 ",US,0,US,M
2023,EN,FT,Machine Learning Engineer,145885,USD," $145,885 ",US,0,US,M
2023,SE,FT,Data Engineer,217000,USD," $217,000 ",US,100,US,M
2023,SE,FT,Data Engineer,185000,USD," $185,000 ",US,100,US,M
2023,SE,FT,Data Analyst,202800,USD," $202,800 ",US,0,US,L
2023,SE,FT,Data Analyst,104300,USD," $104,300 ",US,0,US,L
2023,SE,FT,Data Analyst,145000,USD," $145,000 ",US,0,US,M
2023,SE,FT,Data Analyst,65000,USD," $65,000 ",US,0,US,M
2023,SE,FT,Data Engineer,165000,USD," $165,000 ",US,0,US,M
2023,SE,FT,Data Engineer,132300,USD," $132,300 ",US,0,US,M
2023,SE,FT,Data Engineer,179170,USD," $179,170 ",US,0,US,M
2023,SE,FT,Data Engineer,94300,USD," $94,300 ",US,0,US,M
2023,SE,FT,Analytics Engineer,152500,USD," $152,500 ",US,0,US,M
2023,SE,FT,Analytics Engineer,116450,USD," $116,450 ",US,0,US,M
2023,SE,FT,Data Engineer,247300,USD," $247,300 ",US,0,US,M
2023,SE,FT,Data Engineer,133800,USD," $133,800 ",US,0,US,M
2023,SE,FT,Research Engineer,203000,USD," $203,000 ",US,0,US,M
2023,SE,FT,Research Engineer,133000,USD," $133,000 ",US,0,US,M
2023,EN,FT,Research Scientist,220000,USD," $220,000 ",US,50,US,L
2022,EN,FT,Machine Learning Engineer,54000,CHF," $56,536 ",CH,100,CH,S
2023,SE,FT,Data Scientist,150000,USD," $150,000 ",US,0,US,M
2023,SE,FT,Data Scientist,120000,USD," $120,000 ",US,0,US,M
2023,SE,FT,Analytics Engineer,289800,USD," $289,800 ",US,0,US,M
2023,SE,FT,Analytics Engineer,214000,USD," $214,000 ",US,0,US,M
2023,SE,FT,Analytics Engineer,179820,USD," $179,820 ",US,0,US,M
2023,SE,FT,Analytics Engineer,143860,USD," $143,860 ",US,0,US,M
2023,SE,FT,Machine Learning Engineer,283200,USD," $283,200 ",US,100,US,M
2023,SE,FT,Machine Learning Engineer,188800,USD," $188,800 ",US,100,US,M
2023,SE,FT,Analytics Engineer,289800,USD," $289,800 ",US,0,US,M
2023,SE,FT,Analytics Engineer,214200,USD," $214,200 ",US,0,US,M
2023,SE,FT,Data Engineer,185900,USD," $185,900 ",US,0,US,M
2023,SE,FT,Data Engineer,129300,USD," $129,300 ",US,0,US,M
2023,SE,FT,Data Engineer,252000,USD," $252,000 ",US,0,US,M
2023,SE,FT,Data Engineer,129000,USD," $129,000 ",US,0,US,M
2023,MI,FT,Data Analytics Manager,155000,USD," $155,000 ",US,0,US,M
2023,MI,FT,Data Analytics Manager,140000,USD," $140,000 ",US,0,US,M
2023,SE,FT,Data Engineer,161800,USD," $161,800 ",US,100,US,M
2023,SE,FT,Data Engineer,141600,USD," $141,600 ",US,100,US,M
2023,SE,FT,Machine Learning Engineer,342300,USD," $342,300 ",US,0,US,L
2023,SE,FT,Machine Learning Engineer,176100,USD," $176,100 ",US,0,US,L
2023,MI,FT,Data Engineer,100000,USD," $100,000 ",US,100,US,M
2023,MI,FT,Data Engineer,70000,USD," $70,000 ",US,100,US,M
2023,EN,FT,Data Engineer,85000,USD," $85,000 ",US,0,US,M
2023,EN,FT,Data Engineer,65000,USD," $65,000 ",US,0,US,M
2023,SE,FT,Data Scientist,138784,USD," $138,784 ",US,100,US,M
2023,SE,FT,Data Scientist,83270,USD," $83,270 ",US,100,US,M
2023,EN,FT,Data Analyst,75000,USD," $75,000 ",US,0,US,M
2023,EN,FT,Data Analyst,70000,USD," $70,000 ",US,0,US,M
2023,SE,FT,Data Analyst,204500,USD," $204,500 ",US,0,US,M
2023,SE,FT,Data Analyst,138900,USD," $138,900 ",US,0,US,M
2023,SE,FT,Machine Learning Engineer,318300,USD," $318,300 ",US,100,US,M
2023,SE,FT,Machine Learning Engineer,212200,USD," $212,200 ",US,100,US,M
2023,SE,FT,Data Engineer,95000,USD," $95,000 ",US,100,US,M
2023,SE,FT,Data Engineer,75000,USD," $75,000 ",US,100,US,M
2023,SE,FT,Data Scientist,195000,USD," $195,000 ",US,0,US,M
2023,SE,FT,Data Scientist,160000,USD," $160,000 ",US,0,US,M
2023,SE,FT,Analytics Engineer,230000,USD," $230,000 ",US,0,US,M
2023,SE,FT,Analytics Engineer,143200,USD," $143,200 ",US,0,US,M
2023,MI,FT,Data Engineer,100000,USD," $100,000 ",US,100,US,M
2023,MI,FT,Data Engineer,70000,USD," $70,000 ",US,100,US,M
2023,MI,FT,Business Data Analyst,105000,USD," $105,000 ",US,50,US,L
2023,MI,FT,Applied Data Scientist,1700000,INR," $20,670 ",IN,100,IN,L
2023,MI,FT,Data Analyst,38000,GBP," $46,178 ",GB,0,GB,M
2023,MI,FT,Data Analyst,35000,GBP," $42,533 ",GB,0,GB,M
2023,SE,FT,Data Engineer,145000,USD," $145,000 ",US,0,US,M
2023,SE,FT,Data Engineer,115000,USD," $115,000 ",US,0,US,M
2023,SE,FT,Data Analyst,168400,USD," $168,400 ",US,0,US,M
2023,SE,FT,Data Analyst,105200,USD," $105,200 ",US,0,US,M
2023,SE,FT,Applied Scientist,309400,USD," $309,400 ",US,0,US,L
2023,SE,FT,Applied Scientist,159100,USD," $159,100 ",US,0,US,L
2023,SE,FT,Machine Learning Engineer,190000,USD," $190,000 ",US,0,US,M
2023,SE,FT,Machine Learning Engineer,150000,USD," $150,000 ",US,0,US,M
2023,MI,FT,Data Engineer,162500,USD," $162,500 ",US,0,US,M
2023,MI,FT,Data Engineer,130000,USD," $130,000 ",US,0,US,M
2023,SE,FT,Analytics Engineer,150000,USD," $150,000 ",US,100,US,M
2023,SE,FT,Analytics Engineer,120000,USD," $120,000 ",US,100,US,M
2023,SE,FT,Data Engineer,145000,USD," $145,000 ",US,0,US,M
2023,SE,FT,Data Engineer,120000,USD," $120,000 ",US,0,US,M
2023,SE,FT,Applied Scientist,222200,USD," $222,200 ",US,0,US,L
2023,SE,FT,Applied Scientist,136000,USD," $136,000 ",US,0,US,L
2023,SE,FT,Data Analyst,45000,GBP," $54,685 ",CF,100,CF,M
2023,SE,FT,Data Analyst,35000,GBP," $42,533 ",CF,100,CF,M
2023,SE,FT,Data Engineer,241000,USD," $241,000 ",US,0,US,M
2023,SE,FT,Data Engineer,155000,USD," $155,000 ",US,0,US,M
2023,SE,FT,Data Engineer,220000,USD," $220,000 ",US,100,US,M
2023,SE,FT,Data Engineer,190000,USD," $190,000 ",US,100,US,M
2023,MI,FT,Data Scientist,55000,GBP," $66,837 ",GB,0,GB,M
2023,MI,FT,Data Scientist,45000,GBP," $54,685 ",GB,0,GB,M
2020,EX,FT,Staff Data Analyst,15000,USD," $15,000 ",NG,0,CA,M
2023,MI,FT,ETL Engineer,70000,GBP," $85,066 ",GB,100,GB,M
2023,MI,FT,ETL Engineer,47500,GBP," $57,723 ",GB,100,GB,M
2023,EN,FT,Data Analyst,85000,USD," $85,000 ",US,100,US,M
2023,EN,FT,Data Analyst,75000,USD," $75,000 ",US,100,US,M
2023,SE,FT,Data Engineer,160000,USD," $160,000 ",US,0,US,M
2023,SE,FT,Data Engineer,140000,USD," $140,000 ",US,0,US,M
2023,MI,FT,Machine Learning Engineer,300000,USD," $300,000 ",US,0,US,M
2023,MI,FT,Machine Learning Engineer,250000,USD," $250,000 ",US,0,US,M
2023,SE,FT,Data Scientist,228000,USD," $228,000 ",US,0,US,M
2023,SE,FT,Data Scientist,186000,USD," $186,000 ",US,0,US,M
2023,SE,FT,Data Scientist,190000,USD," $190,000 ",US,0,US,M
2023,SE,FT,Data Scientist,170000,USD," $170,000 ",US,0,US,M
2023,MI,FT,Research Engineer,230000,USD," $230,000 ",US,0,US,M
2023,MI,FT,Research Engineer,200000,USD," $200,000 ",US,0,US,M
2023,SE,FT,Data Architect,180000,USD," $180,000 ",US,100,US,M
2023,SE,FT,Data Architect,115000,USD," $115,000 ",US,100,US,M
2023,SE,FT,Data Architect,200000,USD," $200,000 ",US,100,US,M
2023,SE,FT,Data Architect,115000,USD," $115,000 ",US,100,US,M
2023,SE,FT,Data DevOps Engineer,50000,EUR," $53,654 ",FR,50,FR,S
2023,EX,FT,Data Engineer,220000,USD," $220,000 ",US,0,US,M
2023,EX,FT,Data Engineer,205000,USD," $205,000 ",US,0,US,M
2023,MI,FT,Data Engineer,180000,USD," $180,000 ",US,0,US,M
2023,MI,FT,Data Engineer,130000,USD," $130,000 ",US,0,US,M
2023,SE,FT,Data Engineer,200000,USD," $200,000 ",US,100,US,M
2023,SE,FT,Data Engineer,150000,USD," $150,000 ",US,100,US,M
2023,SE,FT,Computer Vision Engineer,215000,USD," $215,000 ",US,0,US,M
2023,SE,FT,Computer Vision Engineer,170000,USD," $170,000 ",US,0,US,M
2023,SE,FT,Machine Learning Engineer,247500,USD," $247,500 ",US,0,US,M
2023,SE,FT,Machine Learning Engineer,172200,USD," $172,200 ",US,0,US,M
2023,SE,FT,Data Scientist,224000,USD," $224,000 ",CA,0,CA,M
2023,SE,FT,Data Scientist,176000,USD," $176,000 ",CA,0,CA,M
2023,SE,FT,Data Analyst,120000,USD," $120,000 ",US,100,US,M
2023,SE,FT,Data Analyst,75000,USD," $75,000 ",US,100,US,M
2023,EN,FT,Data Engineer,1400000,INR," $17,022 ",IN,100,IN,L
2023,SE,FT,Applied Data Scientist,100000,AUD," $68,318 ",AU,100,FI,M
2023,MI,FT,AI Developer,100000,SGD," $75,020 ",FI,0,FI,M
2023,SE,FT,Data Analyst,140000,USD," $140,000 ",US,0,US,M
2023,SE,FT,Data Analyst,120000,USD," $120,000 ",US,0,US,M
2023,SE,FT,Data Engineer,128000,USD," $128,000 ",US,0,US,M
2023,SE,FT,Data Engineer,81500,USD," $81,500 ",US,0,US,M
2023,SE,FT,Data Engineer,145000,USD," $145,000 ",US,0,US,M
2023,SE,FT,Data Engineer,115000,USD," $115,000 ",US,0,US,M
2023,SE,FT,Data Engineer,185000,USD," $185,000 ",US,0,US,M
2023,SE,FT,Data Engineer,140000,USD," $140,000 ",US,0,US,M
2023,EX,FT,Head of Data,329500,USD," $329,500 ",US,0,US,M
2023,EX,FT,Head of Data,269600,USD," $269,600 ",US,0,US,M
2023,SE,FT,Data Quality Analyst,100000,USD," $100,000 ",US,0,US,M
2023,SE,FT,Data Quality Analyst,80000,USD," $80,000 ",US,0,US,M
2023,SE,FT,Data Scientist,250000,USD," $250,000 ",US,0,US,M
2023,SE,FT,Data Scientist,162500,USD," $162,500 ",US,0,US,M
2023,MI,FT,AI Developer,200000,USD," $200,000 ",US,100,US,M
2023,SE,FT,Data Engineer,145000,USD," $145,000 ",US,0,US,M
2023,SE,FT,Data Engineer,100000,USD," $100,000 ",US,0,US,M
2023,EX,FT,Data Engineer,145000,USD," $145,000 ",US,0,US,M
2023,EX,FT,Data Engineer,115000,USD," $115,000 ",US,0,US,M
2023,SE,FT,Data Scientist,203500,USD," $203,500 ",US,0,US,M
2023,SE,FT,Data Scientist,152000,USD," $152,000 ",US,0,US,M
2023,SE,FT,Data Scientist,239000,USD," $239,000 ",US,0,US,L
2023,SE,FT,Data Scientist,122900,USD," $122,900 ",US,0,US,L
2023,SE,FT,Data Scientist,237000,USD," $237,000 ",US,0,US,M
2023,SE,FT,Data Scientist,145000,USD," $145,000 ",US,0,US,M
2023,SE,FT,Data Science Manager,191765,USD," $191,765 ",US,0,US,M
2023,SE,FT,Data Science Manager,134236,USD," $134,236 ",US,0,US,M
2023,SE,FT,Analytics Engineer,190000,USD," $190,000 ",US,100,US,M
2023,SE,FT,Analytics Engineer,112000,USD," $112,000 ",US,100,US,M
2022,SE,FT,Data Scientist,84000,EUR," $88,256 ",ES,100,GB,L
2023,EN,FT,Data Engineer,85000,USD," $85,000 ",US,0,US,M
2023,EN,FT,Data Engineer,65000,USD," $65,000 ",US,0,US,M
2023,SE,FT,Data Analyst,135000,USD," $135,000 ",US,0,US,M
2023,SE,FT,Data Analyst,105500,USD," $105,500 ",US,0,US,M
2023,SE,FT,Research Engineer,293000,USD," $293,000 ",US,0,US,M
2023,SE,FT,Research Engineer,185000,USD," $185,000 ",US,0,US,M
2023,SE,FT,Data Analyst,80000,USD," $80,000 ",US,0,US,M
2023,SE,FT,Data Analyst,70000,USD," $70,000 ",US,0,US,M
2023,SE,FT,Data Engineer,220000,USD," $220,000 ",US,100,US,M
2023,SE,FT,Data Engineer,160000,USD," $160,000 ",US,100,US,M
2023,SE,FT,Data Scientist,175000,USD," $175,000 ",US,100,US,M
2023,SE,FT,Data Scientist,145000,USD," $145,000 ",US,100,US,M
2023,SE,FT,Data Analyst,200000,USD," $200,000 ",US,0,US,M
2023,SE,FT,Data Analyst,148500,USD," $148,500 ",US,0,US,M
2023,SE,FT,Data Scientist,45000,EUR," $48,289 ",ES,0,ES,M
2023,SE,FT,Data Scientist,36000,EUR," $38,631 ",ES,0,ES,M
2023,SE,FT,Data Engineer,240500,USD," $240,500 ",US,0,US,L
2023,SE,FT,Data Engineer,123700,USD," $123,700 ",US,0,US,L
2023,SE,FT,Analytics Engineer,152900,USD," $152,900 ",US,100,US,M
2023,SE,FT,Analytics Engineer,117100,USD," $117,100 ",US,100,US,M
2023,SE,FT,Analytics Engineer,173000,USD," $173,000 ",US,100,US,M
2023,SE,FT,Analytics Engineer,113000,USD," $113,000 ",US,100,US,M
2023,SE,FT,Applied Scientist,260000,USD," $260,000 ",US,0,US,L
2023,SE,FT,Applied Scientist,136000,USD," $136,000 ",US,0,US,L
2023,EX,FT,Data Engineer,175000,USD," $175,000 ",US,0,US,M
2023,EX,FT,Data Engineer,110000,USD," $110,000 ",US,0,US,M
2023,SE,FT,Applied Scientist,260000,USD," $260,000 ",US,0,US,L
2023,SE,FT,Applied Scientist,136000,USD," $136,000 ",US,0,US,L
2023,SE,FT,Research Scientist,130000,USD," $130,000 ",US,100,US,M
2023,SE,FT,Research Scientist,110000,USD," $110,000 ",US,100,US,M
2023,SE,FT,Applied Scientist,205000,USD," $205,000 ",US,100,US,M
2023,SE,FT,Applied Scientist,184000,USD," $184,000 ",US,100,US,M
2023,SE,FT,Data Analyst,149500,USD," $149,500 ",US,100,US,M
2023,SE,FT,Data Analyst,127075,USD," $127,075 ",US,100,US,M
2023,SE,FT,Data Scientist,195000,USD," $195,000 ",US,0,US,M
2023,SE,FT,Data Scientist,160000,USD," $160,000 ",US,0,US,M
2023,SE,FT,Data Engineer,219535,USD," $219,535 ",US,100,US,M
2023,SE,FT,Data Engineer,146115,USD," $146,115 ",US,100,US,M
2023,SE,FT,Data Scientist,170000,USD," $170,000 ",US,0,US,M
2023,SE,FT,Data Scientist,135000,USD," $135,000 ",US,0,US,M
2023,SE,FT,Data Scientist,175000,USD," $175,000 ",US,100,US,M
2023,SE,FT,Data Scientist,145000,USD," $145,000 ",US,100,US,M
2023,SE,FT,Data Scientist,199000,USD," $199,000 ",US,0,US,M
2023,SE,FT,Data Scientist,162000,USD," $162,000 ",US,0,US,M
2023,SE,FT,Applied Scientist,222200,USD," $222,200 ",US,0,US,L
2023,SE,FT,Applied Scientist,136000,USD," $136,000 ",US,0,US,L
2023,EX,FT,Analytics Engineer,221000,USD," $221,000 ",US,100,US,M
2023,EX,FT,Analytics Engineer,153000,USD," $153,000 ",US,100,US,M
2023,SE,FT,Data Analyst,187000,USD," $187,000 ",US,0,US,M
2023,SE,FT,Data Analyst,128000,USD," $128,000 ",US,0,US,M
2023,SE,FT,Research Scientist,210000,USD," $210,000 ",US,0,US,M
2023,SE,FT,Research Scientist,136000,USD," $136,000 ",US,0,US,M
2023,SE,FT,Data Scientist,175000,USD," $175,000 ",US,100,US,M
2023,SE,FT,Data Scientist,100000,USD," $100,000 ",US,100,US,M
2023,SE,FT,Data Engineer,179000,USD," $179,000 ",US,0,US,M
2023,SE,FT,Data Engineer,109000,USD," $109,000 ",US,0,US,M
2023,SE,FT,Data Scientist,245000,USD," $245,000 ",US,0,US,M
2023,SE,FT,Data Scientist,180000,USD," $180,000 ",US,0,US,M
2023,SE,FT,Data Analyst,142000,USD," $142,000 ",US,100,US,M
2023,SE,FT,Data Analyst,75000,USD," $75,000 ",US,100,US,M
2023,SE,FT,Data Manager,198800,USD," $198,800 ",US,0,US,M
2023,SE,FT,Data Manager,105200,USD," $105,200 ",US,0,US,M
2023,SE,FT,Data Analyst,125000,USD," $125,000 ",US,100,US,M
2023,SE,FT,Data Analyst,112000,USD," $112,000 ",US,100,US,M
2023,SE,FT,Data Scientist,210000,USD," $210,000 ",US,0,US,M
2023,SE,FT,Data Scientist,155000,USD," $155,000 ",US,0,US,M
2023,SE,FT,Data Manager,115000,USD," $115,000 ",US,100,US,M
2023,SE,FT,Data Manager,86000,USD," $86,000 ",US,100,US,M
2023,SE,FT,Data Scientist,165000,USD," $165,000 ",US,0,US,M
2023,SE,FT,Data Scientist,140000,USD," $140,000 ",US,0,US,M
2023,SE,FT,Data Analyst,139000,USD," $139,000 ",US,0,US,M
2023,SE,FT,Data Analyst,106000,USD," $106,000 ",US,0,US,M
2023,EN,FT,Data Analyst,55000,CAD," $40,663 ",CA,0,CA,L
2022,SE,FT,AI Developer,275000,USD," $275,000 ",CA,0,CA,S
2023,SE,FL,Machine Learning Researcher,50000,USD," $50,000 ",UA,50,UA,S
2023,MI,FT,Machine Learning Engineer,280700,USD," $280,700 ",US,100,US,M
2023,MI,FT,Machine Learning Engineer,150450,USD," $150,450 ",US,100,US,M
2023,EN,FT,Data Scientist,70000,CAD," $51,753 ",CA,100,CA,L
2023,SE,FT,Data Architect,250500,USD," $250,500 ",US,0,US,M
2023,SE,FT,Data Architect,159500,USD," $159,500 ",US,0,US,M
2023,SE,FT,Data Engineer,145000,USD," $145,000 ",US,0,US,M
2023,SE,FT,Data Engineer,115000,USD," $115,000 ",US,0,US,M
2023,SE,FT,Data Analyst,140000,USD," $140,000 ",US,0,US,M
2023,SE,FT,Data Analyst,120000,USD," $120,000 ",US,0,US,M
2023,EN,FT,Data Scientist,130001,USD," $130,001 ",US,100,US,M
2023,EN,FT,Data Scientist,71907,USD," $71,907 ",US,100,US,M
2023,MI,FT,Data Scientist,93918,USD," $93,918 ",US,100,US,M
2023,MI,FT,Data Scientist,51962,USD," $51,962 ",US,100,US,M
2023,SE,FT,Data Analyst,175000,USD," $175,000 ",CA,100,CA,M
2023,SE,FT,Data Analyst,135000,USD," $135,000 ",CA,100,CA,M
2023,EN,FT,Data Engineer,85000,USD," $85,000 ",US,0,US,M
2023,EN,FT,Data Engineer,65000,USD," $65,000 ",US,0,US,M
2023,SE,FT,Machine Learning Engineer,257000,USD," $257,000 ",US,0,US,M
2023,SE,FT,Machine Learning Engineer,147000,USD," $147,000 ",US,0,US,M
2023,SE,FT,Data Engineer,222000,USD," $222,000 ",US,100,US,M
2023,SE,FT,Data Engineer,175000,USD," $175,000 ",US,100,US,M
2023,SE,FT,Data Scientist,203000,USD," $203,000 ",US,100,US,M
2023,SE,FT,Data Scientist,133200,USD," $133,200 ",US,100,US,M
2023,EN,FT,Applied Scientist,213660,USD," $213,660 ",US,0,US,L
2023,EN,FT,Applied Scientist,130760,USD," $130,760 ",US,0,US,L
2023,SE,FT,Data Engineer,221000,USD," $221,000 ",US,0,US,M
2023,SE,FT,Data Engineer,147000,USD," $147,000 ",US,0,US,M
2023,SE,FT,Data Quality Analyst,100000,USD," $100,000 ",US,0,US,M
2023,SE,FT,Data Quality Analyst,80000,USD," $80,000 ",US,0,US,M
2023,SE,FT,Data Scientist,185900,USD," $185,900 ",US,0,US,M
2023,SE,FT,Data Scientist,129300,USD," $129,300 ",US,0,US,M
2023,SE,FT,Data Scientist,238000,USD," $238,000 ",US,100,US,M
2023,SE,FT,Data Scientist,156000,USD," $156,000 ",US,100,US,M
2023,SE,FT,Machine Learning Engineer,304000,USD," $304,000 ",US,100,US,M
2023,SE,FT,Machine Learning Engineer,199000,USD," $199,000 ",US,100,US,M
2023,MI,FT,Big Data Engineer,45000,EUR," $48,289 ",ES,100,ES,M
2023,SE,FT,Data Engineer,150000,USD," $150,000 ",US,0,US,M
2023,SE,FT,Data Engineer,130000,USD," $130,000 ",US,0,US,M
2023,SE,FT,Data Scientist,140000,USD," $140,000 ",US,100,US,M
2023,SE,FT,Data Scientist,110000,USD," $110,000 ",US,100,US,M
